id,Q1,Q2,Q3,Q4,Q5,Q6,Q7
5864476164,C,B,A,A,A,A,A
5868187063,C,B,A,A,A,A,A
5941322069,B,A,B,A,A,B,C
5986769383,B,A,B,A,A,B,B
6024161653,C,A,A,A,B,B,C
6034768409,B,B,A,A,A,A,A
6059189191,B,A,A,B,A,B,B
6065413085,C,B,A,A,A,A,A
6094347576,B,A,B,B,A,B,C
6195994913,B,A,A,A,B,B,C
6265502591,B,A,B,B,A,B,C
6615891693,C,B,A,A,A,A,A
6712851197,C,A,A,B,A,B,B
6715838117,C,B,A,A,A,A,A
6836811817,B,A,A,A,A,B,C
6878113889,B,B,A,A,A,A,A
6891213613,B,A,B,B,A,B,C
6927341170,B,A,B,B,A,B,C
6998836480,B,B,A,B,A,A,B
7067550675,B,A,A,B,A,B,C
7285417644,C,B,A,B,A,A,A
7472383116,C,B,A,B,A,A,A
7617728272,B,A,A,A,B,B,C
7846842152,C,B,A,A,A,A,A
8032757574,C,B,A,A,A,A,A
8051856013,C,B,A,B,A,A,B
8163759207,B,B,A,A,A,A,A
8166649709,B,A,B,B,B,B,C
8168556778,B,A,B,B,A,B,C
8239118773,A,A,A,A,B,B,C
8276295639,B,A,A,A,B,B,C
8288883301,C,B,A,A,B,A,A
8301591754,C,A,A,A,B,B,C
8322547789,C,A,A,A,B,A,B
8372905125,A,A,B,B,A,B,C
8375664191,B,B,A,A,B,A,A
8378196339,B,B,A,B,A,A,A
8382691094,B,A,B,B,A,B,C
8421263721,B,A,A,B,A,B,C
8467947807,B,B,A,A,A,A,A
8479890232,B,A,B,B,B,B,C
8542697905,B,B,A,B,A,A,A
8546916044,B,B,A,A,A,A,A
8552892174,B,A,B,B,A,B,C
8633024710,A,A,B,B,A,B,C
8693678509,C,B,A,A,A,A,A
8833761260,C,B,A,A,A,A,A
8851860446,B,B,A,A,B,A,B
8872268291,C,A,B,B,A,A,B
9177350502,B,B,A,A,B,A,A
9359590787,A,A,B,B,A,B,C
9454193377,B,A,B,B,A,B,C
9784827336,B,A,B,B,A,B,C
9866606856,C,B,A,A,A,A,A
10243975684,B,A,B,B,A,B,C
11203834904,B,B,A,B,A,A,A
13844102363,C,B,A,A,A,A,A
14372010,C,A,A,B,A,B,A
64979761,C,B,A,B,A,A,B
87112194,B,A,B,B,B,B,B
87603870,A,A,B,A,B,B,C
94108900,C,B,A,A,B,A,A
98234144,B,A,A,B,A,B,C
122559947,B,A,B,B,A,B,C
132859657,B,A,A,B,B,A,A
172416130,C,B,A,A,B,A,A
179122666,B,A,A,B,B,B,A
179329223,C,B,A,B,A,B,B
182853909,C,B,A,B,A,A,B
192185330,B,B,A,B,A,A,B
199467330,C,B,A,A,A,A,A
207443884,B,A,B,B,A,B,C
252360535,C,B,A,A,B,B,A
305488237,B,A,B,A,B,B,B
316719912,C,B,A,B,A,B,C
324342504,C,B,A,B,A,A,A
329001094,C,A,B,B,A,B,C
334737420,C,B,A,B,B,B,A
391062927,C,B,A,B,A,A,A
391845821,C,B,A,B,B,A,A
409125877,C,B,A,A,B,A,A
438024129,B,A,A,B,A,A,C
439772496,B,A,A,B,A,B,C
467879389,C,B,A,A,B,A,A
468992590,B,A,B,A,B,B,B
474519771,C,B,A,A,A,B,A
490261398,C,B,A,A,B,A,A
527932030,C,B,A,A,A,B,A
539159134,B,B,A,B,A,B,C
559430619,B,A,A,A,B,A,B
561532373,C,B,A,A,B,A,A
605869798,B,B,A,A,B,A,A
732340852,C,B,A,A,B,A,A
1033034698,C,A,A,B,B,B,C
1113505731,C,B,A,A,B,A,A
1184148743,B,A,B,B,A,A,B
1224189426,C,B,A,B,B,A,A
1242046453,C,B,A,A,B,A,A
1312551435,B,B,A,B,A,A,B
1443659818,C,B,A,A,B,B,A
1471015976,B,A,B,B,A,B,C
1495067921,C,A,A,B,A,B,C
1496482671,B,A,A,B,A,B,C
1505238281,B,A,B,B,A,B,C
1910958552,C,A,B,B,A,B,A
2058037066,C,B,A,A,B,B,A
2121125262,C,B,A,A,A,A,A
2125064519,B,A,B,B,A,B,C
2166577970,C,B,A,B,A,B,C
2307247471,B,A,B,B,A,B,C
2319106536,C,B,A,A,A,A,A
2407377145,C,B,A,A,B,B,A
2475752216,C,B,A,A,B,A,A
2505675262,C,B,A,A,A,A,A
2527465034,C,A,B,B,A,B,B
2592621278,B,A,A,B,A,B,B
2598061660,B,A,A,B,A,A,C
2620626566,C,B,A,B,A,A,B
2658419148,B,A,B,C,C,B,C
2685630694,B,A,A,B,A,B,C
2711089183,C,B,A,B,A,A,A
2761693779,B,A,A,B,A,A,C
2762175007,C,B,A,B,A,B,B
2831021181,C,B,A,B,B,B,A
2833592610,C,B,A,A,B,A,A
2860527884,B,A,B,B,A,B,C
2895060837,B,A,A,B,B,A,B
2909398461,B,A,A,B,A,B,C
2942731057,C,B,A,A,B,A,A
2958213854,C,B,A,B,A,B,A
2986463640,B,B,A,A,A,A,B
2987352589,B,A,B,B,A,A,C
3009746148,C,B,A,B,A,B,B
3019462916,B,B,A,A,B,A,A
3026108799,C,B,A,A,B,A,A
3070385128,C,B,A,A,B,B,A
3102014201,C,B,A,B,B,B,A
3107309438,B,A,B,A,A,B,B
3212599200,B,A,B,B,A,A,B
3257494210,C,B,A,B,A,A,A
3276193120,C,A,B,B,B,A,B
3286429823,C,B,A,A,B,A,A
3320208977,C,B,A,A,B,B,A
3387069263,A,A,B,B,A,B,C
3444058884,B,A,B,B,A,A,C
3469805597,A,A,B,A,B,B,C
3476969477,C,B,A,A,A,A,B
3491269768,C,B,A,A,A,A,B
3492534402,B,B,A,B,B,A,C
3567467199,B,A,A,B,A,B,C
3618362155,B,A,B,B,A,B,C
3642836548,B,A,B,B,A,B,C
3671032513,C,B,A,A,A,B,A
3672094201,A,A,B,B,A,B,C
3712962511,C,B,A,B,B,B,A
3743797747,B,A,A,B,A,A,C
3841185844,C,B,A,A,A,A,A
3934215542,B,A,B,A,B,A,B
3978538678,C,B,A,A,B,A,A
3980869829,C,B,A,B,B,A,B
4014709929,B,A,A,B,A,B,B
4056891461,C,B,A,B,A,B,A
4077461130,C,B,A,A,A,A,A
4087655917,C,B,A,A,A,A,A
4325918356,A,A,B,A,B,B,B
4428020686,B,A,B,B,A,B,C
4439967620,C,B,A,A,B,A,A
4487890778,B,A,B,B,A,B,C
4582366166,C,B,A,A,A,A,A
4589475147,B,B,A,B,A,A,B
4666255819,C,B,A,A,B,B,B
4688632758,B,B,A,A,B,A,A
4689929266,C,B,A,A,A,A,A
4751070645,C,B,A,B,A,A,A
4777146193,B,A,B,B,A,B,C
4779409052,B,A,B,B,A,B,C
4792454548,C,B,A,A,A,A,A
4827694508,C,A,B,B,A,B,C
4869837745,B,A,B,B,B,B,C
4924592256,C,B,A,A,B,A,A
4937786528,C,B,A,A,B,A,A
4939627873,A,A,A,B,A,B,C
5082545350,B,B,A,B,A,B,C
5207961172,B,B,A,A,B,A,A
5221253319,C,B,A,A,B,B,A
5223971117,B,A,A,A,B,A,B
5251930764,B,A,B,B,A,A,C
5265139620,B,B,A,A,A,A,A
5315725039,C,B,A,A,B,B,A
5333506277,C,B,A,B,A,B,A
5348195379,C,B,A,A,A,A,A
5386609351,C,B,A,B,B,A,A
5460986125,B,B,A,B,B,B,B
5551483681,B,A,A,A,B,B,B
5597764918,B,A,B,B,A,B,C
5604409777,C,B,A,B,A,B,B
5662697925,C,B,A,A,B,A,A
5669428672,B,A,A,B,A,A,C
5706920699,B,A,B,A,B,B,C
5778843321,C,B,A,A,B,B,A
5829724933,C,B,A,B,B,B,B
5909213724,C,B,A,B,A,B,B
5968199926,C,B,A,A,B,A,A
5997985314,B,A,B,B,A,B,B
6203900760,C,B,A,A,A,A,B
6246974590,C,B,A,A,A,A,A
6329517843,C,A,B,B,B,A,B
6427844673,C,B,A,A,B,B,A
6775157589,C,B,A,B,A,B,B
6779719291,C,B,A,A,A,A,A
6808657841,B,A,B,B,A,B,C
6832234035,C,A,B,B,A,B,A
6981141581,C,B,A,A,A,B,A
7022969547,B,B,A,B,A,B,C
7027212521,C,B,A,B,B,B,B
7293181602,B,A,B,A,B,B,B
7329057288,B,B,A,A,A,A,A
7459518468,A,B,A,B,A,A,B
7545792642,C,A,A,A,B,A,B
7610267944,B,A,B,B,B,B,C
7642125636,C,B,A,B,B,B,C
7652801324,C,A,B,B,B,B,B
7775156288,B,A,B,B,A,A,C
7994004605,C,B,A,A,B,A,B
8106061946,C,A,A,A,B,A,C
8123140597,B,B,A,A,A,A,A
8127295530,C,B,A,B,B,B,A
8132574923,C,B,A,A,B,A,A
8137959873,A,A,B,B,A,B,C
8172998383,C,B,A,B,B,A,A
8243996012,C,B,A,A,B,A,A
8289629203,C,B,A,A,B,A,A
8384997424,B,B,A,A,A,A,B
8392269501,B,A,A,A,B,A,B
8438934300,C,B,A,A,A,A,A
8508143330,C,B,A,A,B,A,A
8565777867,B,A,A,A,B,A,B
8594840798,C,A,A,B,B,B,B
8629822509,C,B,A,B,B,B,A
8672798282,B,B,A,A,A,A,A
8731213407,C,B,A,A,B,B,B
8883889207,C,B,A,A,A,A,A
9520655398,B,B,A,A,A,A,B
9531770751,C,B,A,A,B,A,A
9637898655,C,B,A,A,A,A,A
9766058031,B,A,A,A,B,A,C
10014760015,C,B,A,B,B,A,A
10024526336,C,B,A,A,B,A,A
10104595695,A,A,B,B,A,B,C
10142038813,C,B,A,A,A,A,B
10170629486,B,A,A,A,A,A,A
10582054416,B,B,A,A,A,A,A
11178409936,B,B,A,A,B,A,B
11449752474,B,A,B,A,B,B,C
11877360873,B,A,A,B,A,B,C
11953673806,B,A,B,B,A,A,C
12581982644,C,B,A,A,A,A,B
s2378186027,B,A,A,A,A,B,A
s2392301913,B,A,A,A,A,B,B
s248174974,C,B,A,A,A,A,A
s274103396,C,B,A,A,A,A,A
s308869064,B,A,B,B,A,B,C
s311106650,C,B,A,A,A,A,A
s3674663,C,A,A,B,A,B,C
s391058833,B,A,B,A,A,B,B
s411421981,B,A,B,A,A,B,C
s415659511,B,A,B,B,A,B,C
s435513232,B,A,A,A,B,B,C
s491622043,B,B,A,A,A,A,A
s515719687,B,B,A,A,A,A,A
s523201795,C,A,B,A,A,B,B
s630524756,B,A,B,A,A,B,C
s66072715,C,B,A,A,A,A,A
s703281619,B,A,B,B,A,B,B
s704665585,B,B,A,A,A,A,A
s79403914,B,A,B,B,A,B,C
s99614963,B,B,A,A,A,A,A
s1366288136,B,B,A,A,A,A,A
s138298187,B,A,B,A,A,B,B
s1447042130,B,A,A,A,A,B,A
s1469215985,B,A,B,A,A,B,C
s1482561002,C,B,A,A,A,A,A
s1620904735,B,A,B,A,A,B,C
s1799722168,B,A,B,A,A,B,C
s1837873024,B,A,B,A,A,B,B
s1908915871,C,B,A,A,A,A,A
s198333455,A,A,A,A,A,B,C
s1997018249,B,A,B,B,A,B,C
s202283887,B,A,B,B,A,B,C
s2160612375,B,A,B,A,A,B,B
s2160998447,B,A,B,A,A,B,B
s2162298511,B,A,B,A,A,B,C
s2164303169,B,A,B,A,A,B,B
s2212420057,A,A,A,A,A,B,C
s2275354297,B,B,A,A,A,A,A
s2313146545,B,A,B,A,A,B,C
s23700724,B,A,A,A,A,B,B
7543089492,C,B,A,A,A,A,A
7649554980,C,B,A,A,A,A,A
8214858512,C,B,A,B,A,A,A
8262494770,B,A,B,B,A,B,C
8307183683,B,A,B,A,B,B,C
8443767742,C,B,A,B,A,A,A
8730523691,B,B,A,B,A,A,A
8788712104,B,B,A,A,A,A,A
9331825096,B,A,B,B,A,B,C
986595321,C,B,A,B,A,A,A
s109970657,C,B,A,A,A,A,A
s1151492183,A,A,B,A,A,B,C
s1161312523,B,A,A,B,A,B,C
s1168369,B,B,A,B,A,A,B
s118749832,B,B,A,A,A,A,A
s1247684770,B,A,A,A,B,B,C
s1311110234,B,A,B,A,A,B,B
s133676465,C,B,A,A,A,A,A
s134558465,B,A,B,A,A,B,C
s1350523139,A,A,A,A,B,B,C
4450053996,C,B,A,A,A,A,A
4502180364,B,A,A,A,B,B,C
4678764272,B,B,A,B,A,A,B
4701454356,C,B,A,A,A,A,A
4906193888,B,B,A,A,A,A,A
4912280958,B,A,B,B,A,B,C
4923401337,C,B,A,B,A,A,B
5052866068,C,B,A,A,B,A,A
5090461556,B,A,B,B,A,B,C
5315898997,B,A,B,A,B,B,C
5326321288,B,A,B,B,A,B,C
5728633372,B,B,A,B,B,A,A
5784592826,B,B,A,B,A,A,A
5796375126,B,B,A,A,A,A,A
5800801840,B,A,B,B,B,B,C
6077664742,C,B,A,B,A,A,A
7060537089,C,B,A,A,A,A,A
7276909854,C,B,A,A,A,A,A
751895401,B,A,B,B,A,B,C
7520070486,C,B,A,A,B,A,A
106683910,B,A,A,A,A,B,C
11167306953,C,B,A,A,A,A,A
11268467633,C,B,A,A,B,A,A
120268767,B,A,B,B,A,B,C
1775860430,B,A,B,C,C,B,C
178088020,C,B,A,A,A,A,A
222148332,B,A,B,B,A,B,C
2438845176,C,B,A,A,A,A,A
2464360363,B,A,B,B,A,B,C
2630995805,C,A,B,B,A,B,B
2857483850,C,A,A,A,B,B,C
2986268204,B,B,A,A,A,A,A
3145002891,C,B,A,B,A,A,A
3187101394,B,A,B,B,A,B,C
3595533215,C,A,B,B,A,B,B
3625381914,C,B,A,B,A,A,A
37835900,B,B,A,A,B,A,A
3824788008,C,B,A,B,A,A,A
3891869469,C,B,A,A,A,A,A
3907592545,B,A,A,B,A,B,A
2239050,C,B,A,A,B,B,A
4800898,C,B,A,A,B,B,A
15396757,B,A,A,A,B,B,A
33048881,C,B,A,B,A,A,B
62424418,B,B,A,B,A,B,A
96393465,A,A,A,B,A,B,C
97234203,C,B,A,A,A,A,B
108375795,C,B,A,A,B,B,A
130376932,C,B,A,A,B,B,A
135880415,C,B,A,C,C,A,B
187770948,C,B,A,A,B,B,A
196487837,C,B,A,A,B,B,A
234340154,C,A,B,C,C,B,A
416529375,C,B,A,C,C,B,A
417678120,C,B,A,C,C,B,A
424195790,B,B,B,A,B,B,A
434470717,B,B,A,B,B,A,A
443797756,C,B,A,A,A,A,A
449421558,C,B,A,A,B,A,A
461874321,C,B,A,A,A,A,B
614327030,C,B,A,B,B,B,A
701664977,B,A,B,A,B,B,A
1967887868,C,B,A,B,A,B,A
2363088817,C,B,A,A,B,B,A
2424962363,C,B,A,A,B,A,A
2439247248,C,B,A,A,A,B,B
2576116311,C,B,A,A,B,A,B
2605794078,C,B,A,C,C,A,B
2658810860,C,B,A,C,C,B,B
2818005209,B,B,A,A,B,B,A
2965508783,B,A,A,B,B,B,B
3066894737,B,B,A,A,A,A,B
3081675111,C,B,A,A,B,B,A
3274849583,C,B,A,A,B,A,A
3362042288,C,B,A,C,C,B,B
3467612505,C,B,A,A,A,A,B
3543571759,B,B,A,A,A,B,C
3586868061,C,B,A,A,B,B,A
3600653700,C,A,A,B,B,A,B
3633832363,C,B,A,A,A,A,A
3779636024,C,A,B,C,C,B,A
3820459259,C,B,A,A,B,A,A
3877237363,C,B,A,C,C,A,B
4024990378,C,B,A,A,A,A,A
4088765415,C,B,A,A,A,B,A
4096197838,C,B,A,B,A,B,B
4156242204,B,B,A,A,A,B,C
4190557835,C,B,A,A,A,B,A
4219751838,C,A,A,A,B,B,C
4268908667,B,A,A,B,A,B,C
4282790530,B,A,A,B,A,B,C
4384713696,C,B,A,C,C,A,A
4477529682,B,A,A,A,B,B,A
4571896781,B,A,A,B,A,A,B
4591382473,B,A,B,B,A,B,B
4711748355,B,A,B,A,A,B,B
4866420892,C,B,A,B,B,B,A
5203357138,C,B,A,A,B,A,A
5406733363,C,B,A,A,A,B,A
5496847361,C,B,A,A,A,B,A
5561824770,C,B,A,A,A,A,A
5587417240,C,B,A,A,B,B,A
5736508722,B,B,A,A,A,A,B
5925103165,C,B,A,A,A,B,B
6096012842,C,B,A,A,B,B,A
6163452230,B,A,B,A,A,B,A
6182871234,B,A,A,A,B,B,C
6185914810,C,B,A,A,B,B,A
6207721406,C,B,A,A,A,B,B
6820713503,C,B,A,B,A,B,A
6874150535,B,A,B,B,A,B,B
7009652587,C,B,A,A,B,B,A
7083727967,B,B,A,C,C,A,B
7116772841,B,B,A,B,A,A,B
7179771831,C,B,A,A,A,A,A
7391261220,C,B,A,C,C,B,A
7487735678,C,B,A,A,A,A,A
7573995136,C,B,A,B,B,B,A
7590140652,C,B,A,B,A,B,A
7696053062,B,A,A,A,A,B,B
7712325794,C,A,A,A,A,A,B
8010095667,B,A,B,A,B,B,B
8031615992,C,B,A,B,B,A,A
8314526756,C,B,A,B,B,B,A
8385400242,C,B,A,C,C,B,B
8411714338,B,B,A,A,B,B,A
8436487419,A,B,A,B,B,B,C
8538673150,C,B,A,A,B,B,A
8572723158,C,B,A,B,A,B,A
8596096619,B,B,A,A,B,B,A
8681842738,C,B,A,B,B,A,B
8716368962,C,B,A,A,A,A,A
9126278617,C,B,A,C,C,B,A
9131289770,A,B,A,A,B,B,C
9137170773,C,B,A,C,C,B,B
9533274888,B,B,A,A,A,A,A
9638544720,C,B,A,B,A,A,C
10177238854,C,B,A,A,B,A,A
10597323243,B,A,B,A,B,B,C
13961417365,B,B,A,C,C,A,B
