image_id,image_source,true_coordinate,sharing_intent
yfcc-1000272912,Flickr-yfcc_openai_train,"[20.633426, 96.911087]",1
yfcc-13169205385,Flickr-yfcc_openai_train,"[9.868069, -83.92147]",1
yfcc-1351246086,Flickr-yfcc_openai_train,"[33.23884, 44.25169]",1
yfcc-135431519,Flickr-yfcc_openai_train,"[51.520813, -0.10110799999999999]",1
yfcc-1438146066,Flickr-yfcc_openai_train,"[14.019355, -0.029353999999999998]",1
yfcc-1574809957,Flickr-yfcc_openai_train,"[57.475713, -4.22626]",1
yfcc-165070370,Flickr-yfcc_openai_train,"[28.014483, -82.632379]",1
yfcc-178088020,Flickr-yfcc_openai_train,"[39.780673, -105.055303]",1
yfcc-179122666,Flickr-yfcc_openai_train,"[54.642644, -5.941812]",1
yfcc-1873728,Flickr-yfcc_openai_train,"[39.365226, -74.422931]",1
yfcc-197132294,Flickr-yfcc_openai_train,"[40.41227, -74.037272]",1
yfcc-2058037066,Flickr-yfcc_openai_train,"[18.354332, -64.567562]",1
yfcc-2122447423,Flickr-yfcc_openai_train,"[9.04514, 38.732299]",1
yfcc-2321003896,Flickr-yfcc_openai_train,"[37.574604, 126.957638]",1
yfcc-280128811,Flickr-yfcc_openai_train,"[37.252467, -8.865451]",1
yfcc-2846936237,Flickr-yfcc_openai_train,"[47.613009, -122.205154]",1
yfcc-2877611238,Flickr-yfcc_openai_train,"[40.765993, -73.979444]",1
yfcc-3026108799,Flickr-yfcc_openai_train,"[33.422997, -94.057527]",1
yfcc-3376246863,Flickr-yfcc_openai_train,"[40.714851, -74.016151]",1
yfcc-3824788008,Flickr-yfcc_openai_train,"[27.966588, -82.801648]",1
yfcc-3947950733,Flickr-yfcc_openai_train,"[35.024092, 138.786657]",1
yfcc-4354943348,Flickr-yfcc_openai_train,"[27.966588, -82.801648]",1
yfcc-462744220,Flickr-yfcc_openai_train,"[39.900424, -83.82843]",1
yfcc-4751070645,Flickr-yfcc_openai_train,"[59.442893, -151.718788]",1
yfcc-4752588360,Flickr-yfcc_openai_train,"[43.648475, -79.39067]",1
yfcc-5024625368,Flickr-yfcc_openai_train,"[13.459, -16.686334]",1
yfcc-5228831859,Flickr-yfcc_openai_train,"[-6.872196, 107.617982]",1
yfcc-5238322730,Flickr-yfcc_openai_train,"[33.93045, 67.678939]",1
yfcc-5265139620,Flickr-yfcc_openai_train,"[30.643967, 104.0843]",1
yfcc-5473969715,Flickr-yfcc_openai_train,"[52.837617, -6.933574]",1
yfcc-5723655581,Flickr-yfcc_openai_train,"[55.606167, -2.7640000000000002]",1
yfcc-5864476164,Flickr-yfcc_openai_train,"[51.113679, 13.636622]",1
yfcc-5936382077,Flickr-yfcc_openai_train,"[0.549307, 36.276855]",1
yfcc-6186170638,Flickr-yfcc_openai_train,"[51.526187, -0.058933]",1
yfcc-6335084059,Flickr-yfcc_openai_train,"[48.879576, 2.388786]",1
yfcc-6481136,Flickr-yfcc_openai_train,"[37.808588, -122.409549]",1
yfcc-6780531613,Flickr-yfcc_openai_train,"[39.010276, -76.398335]",1
yfcc-6961442808,Flickr-yfcc_openai_train,"[37.55094, -122.515239]",1
yfcc-7545792642,Flickr-yfcc_openai_train,"[48.398543, 9.991915]",1
yfcc-8243996012,Flickr-yfcc_openai_train,"[6.967323, 38.463134]",1
yfcc-8288883301,Flickr-yfcc_openai_train,"[35.976833, -79.139167]",1
yfcc-943388983,Flickr-yfcc_openai_train,"[-12.090526, -77.066506]",1
yfcc-9674589657,Flickr-yfcc_openai_train,"[17.372473, 78.46077]",1
yfcc-9866606856,Flickr-yfcc_openai_train,"[9.312279, 123.3031]",1
yfcc-1392355371,Flickr-yfcc_openai_valid,"[51.477427, -3.179447]",0
yfcc-1422104961,Flickr-yfcc_openai_valid,"[5.959778, 10.158233]",0
yfcc-1443659818,Flickr-yfcc_openai_valid,"[52.115492, 4.64859]",0
yfcc-17850307,Flickr-yfcc_openai_valid,"[51.76274, -1.263427]",0
yfcc-2096637293,Flickr-yfcc_openai_valid,"[40.726665, -73.982931]",0
yfcc-261440847,Flickr-yfcc_openai_valid,"[47.615247, -122.345337]",0
yfcc-2831021181,Flickr-yfcc_openai_valid,"[35.890997, 127.756748]",0
yfcc-302749324,Flickr-yfcc_openai_valid,"[42.477288, -72.590274]",0
yfcc-3128699639,Flickr-yfcc_openai_valid,"[35.38444, -120.864361]",0
yfcc-344883788,Flickr-yfcc_openai_valid,"[13.73038, 100.498123]",0
yfcc-3661890465,Flickr-yfcc_openai_valid,"[51.889920000000004, 0.26330000000000003]",0
yfcc-3934215542,Flickr-yfcc_openai_valid,"[59.343005, 18.050268]",0
yfcc-397104761,Flickr-yfcc_openai_valid,"[10.682201, -61.501465]",0
yfcc-4255961181,Flickr-yfcc_openai_valid,"[36.996709, 138.607292]",0
yfcc-429919014,Flickr-yfcc_openai_valid,"[33.811173, -117.920057]",0
yfcc-4332725043,Flickr-yfcc_openai_valid,"[43.258143, 26.894273]",0
yfcc-4355057737,Flickr-yfcc_openai_valid,"[45.827158, -92.969189]",0
yfcc-4789622814,Flickr-yfcc_openai_valid,"[-33.90515, 18.411154]",0
yfcc-4979845480,Flickr-yfcc_openai_valid,"[52.919944, -1.966412]",0
yfcc-5315725039,Flickr-yfcc_openai_valid,"[51.564879, -4.325909]",0
yfcc-5690346953,Flickr-yfcc_openai_valid,"[37.785656, -122.399802]",0
yfcc-5893139952,Flickr-yfcc_openai_valid,"[38.92204, -77.036304]",0
yfcc-5991708253,Flickr-yfcc_openai_valid,"[47.676, -122.202833]",0
yfcc-6315406388,Flickr-yfcc_openai_valid,"[52.083145, 0.7219]",0
yfcc-6961386470,Flickr-yfcc_openai_valid,"[8.454034, -71.170978]",0
yfcc-7159800926,Flickr-yfcc_openai_valid,"[48.853286, 2.369248]",0
yfcc-7435547304,Flickr-yfcc_openai_valid,"[44.982013, -93.269224]",0
yfcc-7772297086,Flickr-yfcc_openai_valid,"[14.26039, 24.595642]",0
yfcc-8384997424,Flickr-yfcc_openai_valid,"[37.765914, -122.457454]",0
yfcc-8438934300,Flickr-yfcc_openai_valid,"[38.890924, -77.015211]",0
yfcc-8542697905,Flickr-yfcc_openai_valid,"[38.908825, -77.043331]",0
yfcc-8677800509,Flickr-yfcc_openai_valid,"[38.743408, -9.14638]",0
yfcc-9249065013,Flickr-yfcc_openai_valid,"[48.004933, 7.63436]",0
yfcc-9393468013,Flickr-yfcc_openai_valid,"[52.893435, -1.28864]",0
yfcc-961578,Flickr-yfcc_openai_valid,"[37.560364, 126.98822]",0
yfcc-11175831776,Flickr-yfcc_openai_valid,"[50.44628, 30.520891]",-1
yfcc-12577956,Flickr-yfcc_openai_valid,"[15.350327, 44.216558]",-1
yfcc-12581982644,Flickr-yfcc_openai_valid,"[51.34042, -1.042039]",-1
yfcc-12843569933,Flickr-yfcc_openai_valid,"[30.336185, 35.435532]",-1
yfcc-1310414381,Flickr-yfcc_openai_valid,"[53.602182, -1.572074]",-1
yfcc-13844102363,Flickr-yfcc_openai_valid,"[51.918332, 4.480962]",-1
yfcc-1496482671,Flickr-yfcc_openai_valid,"[35.661557, 139.729502]",-1
yfcc-1505238281,Flickr-yfcc_openai_valid,"[48.203983, 16.378737]",-1
yfcc-1521426546,Flickr-yfcc_openai_valid,"[40.571836, -73.9788]",-1
yfcc-1767596,Flickr-yfcc_openai_valid,"[51.516454, -0.13050499999999998]",-1
yfcc-182341219,Flickr-yfcc_openai_valid,"[52.506308, 13.332166]",-1
yfcc-1941332497,Flickr-yfcc_openai_valid,"[22.22873, -159.48786]",-1
yfcc-2070582968,Flickr-yfcc_openai_valid,"[38.889396, -77.050251]",-1
yfcc-2130140723,Flickr-yfcc_openai_valid,"[51.750215, -1.256786]",-1
yfcc-2132999062,Flickr-yfcc_openai_valid,"[37.781196, -122.391386]",-1
yfcc-2289871510,Flickr-yfcc_openai_valid,"[45.484943, 12.416417]",-1
yfcc-2307247471,Flickr-yfcc_openai_valid,"[41.878029, -87.627811]",-1
yfcc-2400817474,Flickr-yfcc_openai_valid,"[36.966, -110.235]",-1
yfcc-243799407,Flickr-yfcc_openai_valid,"[12.918305, 77.66723]",-1
yfcc-2464360363,Flickr-yfcc_openai_valid,"[52.506563, 13.372142]",-1
yfcc-2470840837,Flickr-yfcc_openai_valid,"[59.933333, 30.3]",-1
yfcc-2607567109,Flickr-yfcc_openai_valid,"[51.523573999999996, -0.15764499999999998]",-1
yfcc-2738387084,Flickr-yfcc_openai_valid,"[51.379709, 3.398895]",-1
yfcc-2767333569,Flickr-yfcc_openai_valid,"[37.795415, -122.393928]",-1
yfcc-2857483850,Flickr-yfcc_openai_valid,"[35.017813, 135.595142]",-1
yfcc-2909469426,Flickr-yfcc_openai_valid,"[49.014138, 2.538871]",-1
yfcc-2969180787,Flickr-yfcc_openai_valid,"[51.515306, -0.12719]",-1
yfcc-3005901150,Flickr-yfcc_openai_valid,"[41.870391, -87.619357]",-1
yfcc-3015282977,Flickr-yfcc_openai_valid,"[57.713913, 18.37429]",-1
yfcc-3102014201,Flickr-yfcc_openai_valid,"[33.989616, -118.478466]",-1
yfcc-3252552164,Flickr-yfcc_openai_valid,"[31.331352, 104.488906]",-1
yfcc-3387069263,Flickr-yfcc_openai_valid,"[48.800434, 2.127823]",-1
yfcc-3444058884,Flickr-yfcc_openai_valid,"[34.077545, -118.474892]",-1
yfcc-3479118124,Flickr-yfcc_openai_valid,"[37.765778, -122.431232]",-1
yfcc-3556617055,Flickr-yfcc_openai_valid,"[51.092786, -1.8027419999999998]",-1
yfcc-3574848954,Flickr-yfcc_openai_valid,"[41.903091, 12.456908]",-1
yfcc-358066578,Flickr-yfcc_openai_valid,"[47.612311, -122.336025]",-1
yfcc-3586973512,Flickr-yfcc_openai_valid,"[50.060269, 19.941408]",-1
yfcc-358786282,Flickr-yfcc_openai_valid,"[18.958895, 72.817726]",-1
yfcc-3598407378,Flickr-yfcc_openai_valid,"[32.926499, -85.849914]",-1
yfcc-3618362155,Flickr-yfcc_openai_valid,"[40.757725, -73.986101]",-1
yfcc-3642427417,Flickr-yfcc_openai_valid,"[-8.428128, -34.987335]",-1
yfcc-3642836548,Flickr-yfcc_openai_valid,"[51.178865, -1.826085]",-1
yfcc-3664676986,Flickr-yfcc_openai_valid,"[56.332194, 36.734182]",-1
yfcc-3754912645,Flickr-yfcc_openai_valid,"[51.501894, -0.173313]",-1
yfcc-3754966295,Flickr-yfcc_openai_valid,"[47.800101, 13.044161]",-1
yfcc-3807425944,Flickr-yfcc_openai_valid,"[35.698873, 139.569797]",-1
yfcc-3844296196,Flickr-yfcc_openai_valid,"[47.598697, -122.328257]",-1
yfcc-3848698631,Flickr-yfcc_openai_valid,"[43.668989, -86.523857]",-1
yfcc-3957939154,Flickr-yfcc_openai_valid,"[48.423106, -123.368997]",-1
yfcc-4150565298,Flickr-yfcc_openai_valid,"[32.783016, -16.913967]",-1
yfcc-4167051309,Flickr-yfcc_openai_valid,"[52.4802, -1.90325]",-1
yfcc-4218701807,Flickr-yfcc_openai_valid,"[53.48689, -2.242466]",-1
yfcc-4280912022,Flickr-yfcc_openai_valid,"[18.5803, -72.3381]",-1
yfcc-4325918356,Flickr-yfcc_openai_valid,"[40.445379, 116.66399]",-1
yfcc-4361294505,Flickr-yfcc_openai_valid,"[39.296886, -76.615679]",-1
yfcc-4505050148,Flickr-yfcc_openai_valid,"[27.17434, 78.041017]",-1
yfcc-4517989195,Flickr-yfcc_openai_valid,"[52.932512, 1.300672]",-1
yfcc-4528710697,Flickr-yfcc_openai_valid,"[51.92299, -2.059593]",-1
yfcc-458444286,Flickr-yfcc_openai_valid,"[35.565744, 139.691728]",-1
yfcc-4687982688,Flickr-yfcc_openai_valid,"[43.217186, 2.346267]",-1
yfcc-4716047404,Flickr-yfcc_openai_valid,"[43.655934, -79.380152]",-1
yfcc-4777146193,Flickr-yfcc_openai_valid,"[51.50189, -0.17949299999999999]",-1
yfcc-4792454548,Flickr-yfcc_openai_valid,"[37.779534, -122.417998]",-1
yfcc-4912280958,Flickr-yfcc_openai_valid,"[33.883768, -118.413509]",-1
yfcc-4975167154,Flickr-yfcc_openai_valid,"[-14.458285, -67.562313]",-1
yfcc-5082545350,Flickr-yfcc_openai_valid,"[41.866189, -87.617125]",-1
yfcc-5112324575,Flickr-yfcc_openai_valid,"[38.993188, -77.026573]",-1
yfcc-512044743,Flickr-yfcc_openai_valid,"[41.903989, 12.457675]",-1
yfcc-5285429923,Flickr-yfcc_openai_valid,"[38.895144, -77.022045]",-1
yfcc-5314749745,Flickr-yfcc_openai_valid,"[40.759212, -73.985002]",-1
yfcc-5348320913,Flickr-yfcc_openai_valid,"[-33.857963, 151.214921]",-1
yfcc-5386609351,Flickr-yfcc_openai_valid,"[-40.848034, 172.770459]",-1
yfcc-55529752,Flickr-yfcc_openai_valid,"[53.546835, 9.995155]",-1
yfcc-5596097823,Flickr-yfcc_openai_valid,"[-37.157238, 142.518081]",-1
yfcc-5597507214,Flickr-yfcc_openai_valid,"[53.754458, -0.35242]",-1
yfcc-5597764918,Flickr-yfcc_openai_valid,"[40.406544, -3.691091]",-1
yfcc-5612506837,Flickr-yfcc_openai_valid,"[49.611419, 6.129115]",-1
yfcc-563945657,Flickr-yfcc_openai_valid,"[1.2746520000000001, 103.842601]",-1
yfcc-5762003247,Flickr-yfcc_openai_valid,"[40.758602, -73.976359]",-1
yfcc-5764250917,Flickr-yfcc_openai_valid,"[35.714191, 139.796787]",-1
yfcc-5765699878,Flickr-yfcc_openai_valid,"[40.653620000000004, -73.992147]",-1
yfcc-5784592826,Flickr-yfcc_openai_valid,"[-41.289367, 174.786043]",-1
yfcc-5948658911,Flickr-yfcc_openai_valid,"[46.865465, -121.506997]",-1
yfcc-5966289914,Flickr-yfcc_openai_valid,"[37.599229, -0.9856579999999999]",-1
yfcc-6074064623,Flickr-yfcc_openai_valid,"[48.118419, -122.751574]",-1
yfcc-6077184265,Flickr-yfcc_openai_valid,"[55.680041, 12.576158]",-1
yfcc-6143541209,Flickr-yfcc_openai_valid,"[50.40611, 3.772087]",-1
yfcc-6203900760,Flickr-yfcc_openai_valid,"[52.446672, -1.5719029999999998]",-1
yfcc-6246974590,Flickr-yfcc_openai_valid,"[40.709308, -74.011287]",-1
yfcc-6279251255,Flickr-yfcc_openai_valid,"[40.779257, -73.963265]",-1
yfcc-6289798732,Flickr-yfcc_openai_valid,"[52.399008, 0.264025]",-1
yfcc-6326003739,Flickr-yfcc_openai_valid,"[39.949333, -75.150167]",-1
yfcc-6370339539,Flickr-yfcc_openai_valid,"[51.69815, -4.831409]",-1
yfcc-6615891693,Flickr-yfcc_openai_valid,"[43.637597, -79.456257]",-1
yfcc-6817087374,Flickr-yfcc_openai_valid,"[-27.47575, 153.021861]",-1
yfcc-6836811817,Flickr-yfcc_openai_valid,"[44.94047, -123.028099]",-1
yfcc-6955589443,Flickr-yfcc_openai_valid,"[38.889308, -77.044705]",-1
yfcc-6995040775,Flickr-yfcc_openai_valid,"[34.01758, -118.501912]",-1
yfcc-7099682207,Flickr-yfcc_openai_valid,"[35.012002, 135.747756]",-1
yfcc-7276909854,Flickr-yfcc_openai_valid,"[37.503929, -122.261974]",-1
yfcc-7405826530,Flickr-yfcc_openai_valid,"[33.814204, -117.91804]",-1
yfcc-7467989216,Flickr-yfcc_openai_valid,"[52.953473, -1.150314]",-1
yfcc-751895401,Flickr-yfcc_openai_valid,"[47.661291, -122.3309]",-1
yfcc-7640965516,Flickr-yfcc_openai_valid,"[38.898765, -77.036604]",-1
yfcc-7649554980,Flickr-yfcc_openai_valid,"[52.069843, 4.220181]",-1
yfcc-7692193950,Flickr-yfcc_openai_valid,"[51.915558, 4.482056]",-1
yfcc-7775156288,Flickr-yfcc_openai_valid,"[42.330504, -83.031878]",-1
yfcc-7987594144,Flickr-yfcc_openai_valid,"[31.853166, 34.842422]",-1
yfcc-8051856013,Flickr-yfcc_openai_valid,"[21.860158, 95.993161]",-1
yfcc-8113631875,Flickr-yfcc_openai_valid,"[48.892416, 2.236329]",-1
yfcc-8307183683,Flickr-yfcc_openai_valid,"[-7.743929, 110.493011]",-1
yfcc-8307297352,Flickr-yfcc_openai_valid,"[27.433748, 89.389541]",-1
yfcc-8392269501,Flickr-yfcc_openai_valid,"[52.209828, 0.116751]",-1
yfcc-8406771903,Flickr-yfcc_openai_valid,"[38.893988, -77.021842]",-1
yfcc-8565777867,Flickr-yfcc_openai_valid,"[45.436833, 12.326488]",-1
yfcc-8594840798,Flickr-yfcc_openai_valid,"[53.490978, -3.053009]",-1
yfcc-864927630,Flickr-yfcc_openai_valid,"[48.851048, 2.353048]",-1
yfcc-8706699810,Flickr-yfcc_openai_valid,"[41.428395, -74.058931]",-1
yfcc-8724971015,Flickr-yfcc_openai_valid,"[47.501663, -52.634382]",-1
yfcc-9156741088,Flickr-yfcc_openai_valid,"[43.878277, -103.457887]",-1
yfcc-9359590787,Flickr-yfcc_openai_valid,"[35.710271, 139.811807]",-1
yfcc-9454193377,Flickr-yfcc_openai_valid,"[41.879275, -87.627639]",-1
yfcc-95184675,Flickr-yfcc_openai_valid,"[38.895266, -77.030789]",-1
yfcc-968293102,Flickr-yfcc_openai_valid,"[40.705725, -74.002978]",-1
yfcc-976532479,Flickr-yfcc_openai_valid,"[51.503934, -0.22435000000000002]",-1
yfcc-158430972,Flickr-yfcc_openai_valid,"[-0.9502729999999999, 37.056884]",1
yfcc-2870241487,Flickr-yfcc_openai_valid,"[40.640566, -73.966036]",1
yfcc-2903159948,Flickr-yfcc_openai_valid,"[46.854278, -121.761474]",1
yfcc-379419762,Flickr-yfcc_openai_valid,"[39.918162, 116.394653]",1
yfcc-384987215,Flickr-yfcc_openai_valid,"[19.056844, 72.915658]",1
yfcc-4584081979,Flickr-yfcc_openai_valid,"[34.7955, -86.689501]",1
yfcc-5157067509,Flickr-yfcc_openai_valid,"[35.6569, 140.131]",1
yfcc-5225543448,Flickr-yfcc_openai_valid,"[43.647123, -79.378398]",1
yfcc-5839161640,Flickr-yfcc_openai_valid,"[42.575711, -71.078796]",1
yfcc-7060537089,Flickr-yfcc_openai_valid,"[51.069499, 0.6805800000000001]",1
yfcc-986595321,Flickr-yfcc_openai_valid,"[38.931213, -77.042537]",1
yfcc-1251260035,Flickr-yfcc4k,"[51.522245, -0.201691]",0
yfcc-216885820,Flickr-yfcc4k,"[46.480782, -90.0527]",0
yfcc-3320208977,Flickr-yfcc4k,"[29.819348, -81.325092]",0
yfcc-4016777484,Flickr-yfcc4k,"[43.798885, 20.091934]",0
yfcc-4509567625,Flickr-yfcc4k,"[25.33813, 82.994842]",0
yfcc-4689929266,Flickr-yfcc4k,"[40.224269, 116.422523]",0
yfcc-4724098742,Flickr-yfcc4k,"[23.841567, 120.904884]",0
yfcc-4916980076,Flickr-yfcc4k,"[44.578703, 9.167232]",0
yfcc-4937975485,Flickr-yfcc4k,"[50.337243, -4.624257]",0
yfcc-5034153774,Flickr-yfcc4k,"[42.984079, -85.333138]",0
yfcc-540323791,Flickr-yfcc4k,"[52.369389, 4.894248]",0
yfcc-5481961530,Flickr-yfcc4k,"[40.437993, -3.696281]",0
yfcc-5631657949,Flickr-yfcc4k,"[48.863924, 2.313448]",0
yfcc-565519767,Flickr-yfcc4k,"[51.507032, -0.125484]",0
yfcc-5690580847,Flickr-yfcc4k,"[43.125703, -72.224013]",0
yfcc-5715945088,Flickr-yfcc4k,"[34.23884, -118.528404]",0
yfcc-6015197942,Flickr-yfcc4k,"[51.907584, -3.392314]",0
yfcc-6292826,Flickr-yfcc4k,"[45.433454, 12.339599]",0
yfcc-6295982812,Flickr-yfcc4k,"[36.241547, -121.819335]",0
yfcc-7754718074,Flickr-yfcc4k,"[-11.663332, -38.086578]",0
yfcc-7769850426,Flickr-yfcc4k,"[29.96066, -90.06772]",0
yfcc-8018607438,Flickr-yfcc4k,"[37.776846, -122.407929]",0
yfcc-8730523691,Flickr-yfcc4k,"[46.876863, -71.24226]",0
yfcc-9031231108,Flickr-yfcc4k,"[41.910852, -83.336417]",0
yfcc-9880081374,Flickr-yfcc4k,"[55.50509, -5.081762]",0
yfcc-10104595695,Flickr-yfcc4k,"[53.188602, -2.884817]",-1
yfcc-11439370863,Flickr-yfcc4k,"[43.720063, 7.275234]",-1
yfcc-1184148743,Flickr-yfcc4k,"[47.504819, 19.039682]",-1
yfcc-1659477928,Flickr-yfcc4k,"[35.715158, 139.736137]",-1
yfcc-193907931,Flickr-yfcc4k,"[38.898915, -77.052354]",-1
yfcc-2065382466,Flickr-yfcc4k,"[30.282491, -97.737271]",-1
yfcc-2094118584,Flickr-yfcc4k,"[27.707087, 85.314159]",-1
yfcc-2125064519,Flickr-yfcc4k,"[60.391244, 5.325064]",-1
yfcc-2337753762,Flickr-yfcc4k,"[53.745551, -0.333205]",-1
yfcc-2412894098,Flickr-yfcc4k,"[-32.997074, -71.422805]",-1
yfcc-3427341325,Flickr-yfcc4k,"[64.285036, -20.354747]",-1
yfcc-3476969477,Flickr-yfcc4k,"[40.759423, -73.987013]",-1
yfcc-3492534402,Flickr-yfcc4k,"[48.136104, 11.599137]",-1
yfcc-3589957410,Flickr-yfcc4k,"[47.61021, -122.343835]",-1
yfcc-3641518435,Flickr-yfcc4k,"[35.220915, -80.844311]",-1
yfcc-3712962511,Flickr-yfcc4k,"[40.272584, -2.797908]",-1
yfcc-3841185844,Flickr-yfcc4k,"[51.505216, -0.086088]",-1
yfcc-3870815742,Flickr-yfcc4k,"[35.6678, 139.707]",-1
yfcc-3993363938,Flickr-yfcc4k,"[54.704391, 20.502204]",-1
yfcc-4134663298,Flickr-yfcc4k,"[45.044949, 6.306467]",-1
yfcc-4377349075,Flickr-yfcc4k,"[40.713563, -73.998616]",-1
yfcc-438024129,Flickr-yfcc4k,"[36.101327, -115.103518]",-1
yfcc-4441179970,Flickr-yfcc4k,"[23.920599, 121.604232]",-1
yfcc-4482942666,Flickr-yfcc4k,"[48.208201, 16.362075]",-1
yfcc-4529830482,Flickr-yfcc4k,"[37.785338, -122.430557]",-1
yfcc-4530919810,Flickr-yfcc4k,"[50.086969, 14.420703]",-1
yfcc-4543358981,Flickr-yfcc4k,"[33.983296, -84.57889]",-1
yfcc-4642199948,Flickr-yfcc4k,"[35.637355, 139.741533]",-1
yfcc-4672989265,Flickr-yfcc4k,"[24.585786, 120.887577]",-1
yfcc-468992590,Flickr-yfcc4k,"[34.684393, 112.461891]",-1
yfcc-4744139130,Flickr-yfcc4k,"[55.948809, -3.201881]",-1
yfcc-4811750972,Flickr-yfcc4k,"[31.255074, 121.387939]",-1
yfcc-4906549885,Flickr-yfcc4k,"[43.269081, -3.257102]",-1
yfcc-4916969136,Flickr-yfcc4k,"[44.07989, -103.229609]",-1
yfcc-4923401337,Flickr-yfcc4k,"[42.001058, 9.048807]",-1
yfcc-4935592901,Flickr-yfcc4k,"[34.686833, 135.526166]",-1
yfcc-5077445230,Flickr-yfcc4k,"[42.396174, -71.121541]",-1
yfcc-5207961172,Flickr-yfcc4k,"[35.746512, -5.847473]",-1
yfcc-5219647169,Flickr-yfcc4k,"[-33.091038, 115.87778]",-1
yfcc-5223971117,Flickr-yfcc4k,"[53.269398, -1.34486]",-1
yfcc-5259488883,Flickr-yfcc4k,"[32.083541, -81.099834]",-1
yfcc-5283480635,Flickr-yfcc4k,"[-7.493196, 110.148925]",-1
yfcc-5292540094,Flickr-yfcc4k,"[29.996422, 31.228458]",-1
yfcc-5377580962,Flickr-yfcc4k,"[31.242012, 121.478919]",-1
yfcc-5548423806,Flickr-yfcc4k,"[38.986108, -3.927264]",-1
yfcc-5551483681,Flickr-yfcc4k,"[34.786122, -84.304275]",-1
yfcc-556199541,Flickr-yfcc4k,"[12.30386, 77.155351]",-1
yfcc-5628690825,Flickr-yfcc4k,"[42.847181, -8.576631]",-1
yfcc-5645366543,Flickr-yfcc4k,"[-50.315325, -72.162666]",-1
yfcc-5645686547,Flickr-yfcc4k,"[-33.634344, 150.403518]",-1
yfcc-5663282773,Flickr-yfcc4k,"[54.494196, -0.613603]",-1
yfcc-5714525081,Flickr-yfcc4k,"[33.996248, -118.327732]",-1
yfcc-5778843321,Flickr-yfcc4k,"[37.73736, -121.375279]",-1
yfcc-5799461563,Flickr-yfcc4k,"[50.265423, 10.964355]",-1
yfcc-5862873516,Flickr-yfcc4k,"[41.384653, 2.171704]",-1
yfcc-5908041850,Flickr-yfcc4k,"[39.470794, -0.376689]",-1
yfcc-5923624371,Flickr-yfcc4k,"[40.75423, -73.984122]",-1
yfcc-5947183906,Flickr-yfcc4k,"[48.004933, 7.63436]",-1
yfcc-5997985314,Flickr-yfcc4k,"[22.314507, 114.041519]",-1
yfcc-6034768409,Flickr-yfcc4k,"[41.654044, -0.881073]",-1
yfcc-6053374791,Flickr-yfcc4k,"[21.994267, 120.863513]",-1
yfcc-6265502591,Flickr-yfcc4k,"[42.872414, 2.566852]",-1
yfcc-6329517843,Flickr-yfcc4k,"[33.451137, 9.048786]",-1
yfcc-6777722742,Flickr-yfcc4k,"[30.692471, -88.04306]",-1
yfcc-6779799981,Flickr-yfcc4k,"[1.284348, 103.858652]",-1
yfcc-6875708677,Flickr-yfcc4k,"[35.663997, 139.729125]",-1
yfcc-7067550675,Flickr-yfcc4k,"[35.687102, 139.755197]",-1
yfcc-7769217272,Flickr-yfcc4k,"[39.652408, 19.728677]",-1
yfcc-7962973752,Flickr-yfcc4k,"[44.98, -93.263802]",-1
yfcc-8106061946,Flickr-yfcc4k,"[30.267904, -97.767935]",-1
yfcc-8123140597,Flickr-yfcc4k,"[31.227333, 121.48918]",-1
yfcc-8251381751,Flickr-yfcc4k,"[41.0082, 28.977878]",-1
yfcc-8413225261,Flickr-yfcc4k,"[41.887582, -87.612705]",-1
yfcc-8522888335,Flickr-yfcc4k,"[38.896213, -77.016224]",-1
yfcc-8546916044,Flickr-yfcc4k,"[-23.563667, -46.627]",-1
yfcc-8674311330,Flickr-yfcc4k,"[38.90941, -77.043009]",-1
yfcc-9001135290,Flickr-yfcc4k,"[38.573316, -109.549839]",-1
yfcc-9177350502,Flickr-yfcc4k,"[37.795427, -122.393628]",-1
yfcc-9520655398,Flickr-yfcc4k,"[33.806144, -117.921512]",-1
yfcc-10003206806,Flickr-yfcc4k,"[44.385666, 5.196166]",1
yfcc-10537366026,Flickr-yfcc4k,"[-8.357703, 116.041405]",1
yfcc-2206311719,Flickr-yfcc4k,"[-10.768555, 37.30957]",1
yfcc-2232591644,Flickr-yfcc4k,"[47.618444, -122.319454]",1
yfcc-2425196729,Flickr-yfcc4k,"[60.2203, 24.857618]",1
yfcc-2438845176,Flickr-yfcc4k,"[9.84659, 124.502563]",1
yfcc-2582899267,Flickr-yfcc4k,"[43.05144, -2.171602]",1
yfcc-3070385128,Flickr-yfcc4k,"[37.807122, -122.421276]",1
yfcc-3123807177,Flickr-yfcc4k,"[27.812945, -82.624247]",1
yfcc-3905584273,Flickr-yfcc4k,"[24.134456, 120.69271]",1
yfcc-3907592545,Flickr-yfcc4k,"[12.155164, -86.129379]",1
yfcc-4349295488,Flickr-yfcc4k,"[51.496619, -0.135778]",1
yfcc-4595464362,Flickr-yfcc4k,"[35.354519, -80.232049]",1
yfcc-4688632758,Flickr-yfcc4k,"[35.021562, 135.756683]",1
yfcc-4924592256,Flickr-yfcc4k,"[44.953258, 35.2462]",1
yfcc-4937786528,Flickr-yfcc4k,"[-26.226294, 27.912826]",1
yfcc-5052866068,Flickr-yfcc4k,"[40.932668, -74.969812]",1
yfcc-5395039226,Flickr-yfcc4k,"[40.742833, -74.0075]",1
yfcc-5662697925,Flickr-yfcc4k,"[31.793299, -96.057865]",1
yfcc-5811815449,Flickr-yfcc4k,"[9.491618, 99.997129]",1
